Country,Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ArgentinaWB,ARG,100.76,104.48,164.78,343.81,626.72,672.18,90.1,131.33,342.95,3079.81,2313.96,171.67,24.9,10.61,4.18,3.38,0.16,0.53,0.93,-1.17,-0.94,-1.07,25.87,13.44,4.42,9.64,10.9,8.83,8.59,6.27,10.46,9.77,10.04,10.62,38.08,26.54,39.4,25.68,34.28,53.55,42.02,48.41,72.43,133.49,219.88
